"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"Harvard Medical School (HMS) LINCS","","","","","",153,"","Research and Development","https://lincs.hms.harvard.edu/",24990,"Harvard Medical School","HMS-LINCS Staff","25 Shattuck Street","Boston","MA",02115,"United States","2021/12/21","The Harvard Medical School (HMS) LINCS Center aims to discover fundamental principals of cellular response to perturbation including the relationship between dose and response, the origin and significance of cell-to-cell variation, and the molecular basis of drug sensitivity and resistance.","https://lincsproject.org/LINCS/data/release-policy","LINCS Centers have been funded to create a public resource that makes it possible for members of the community to make new discoveries as rapidly as possible. We therefore agree to comply with the Fort Lauderdale Principles with respect to the dissemination and unrestricted re-use of LINCS data and signatures.",""
"Haz-Map, Information on Hazardous Chemicals and Occupational Diseases","","","","","",12200,1,"Curation Efforts","https://haz-map.com/",24931,"Haz-Map","Jay A. Brown, MD, MPH","","Olympia","WA",98501,"United States","2022/07/20","Haz-Map is an occupational health database designed for health and safety professionals and for consumers seeking information about the adverse effects of workplace exposures to chemical and biological agents. The main links in Haz-Map are between chemicals and occupational diseases. These links have been established using current scientific evidence.","https://haz-map.com/About","Copyright (c) 2022 Haz-Map(R). All rights reserved.
Unless otherwise indicated, all materials from Haz-Map are copyrighted by Haz-Map(R). No part of these materials, either text or image may be used for any purpose other than for personal use. Therefore, reproduction, modification, storage in a retrieval system or retransmission, in any form or by any means, electronic, mechanical or otherwise, for reasons other than personal use, is strictly prohibited without prior written permission.",""
"Hazardous Chemical Information System (HCIS), Safe Work Australia","","","","","",5989,"","Governmental Organizations, Curation Efforts","http://hcis.safeworkaustralia.gov.au/",11957,"Safe Work Australia","Safe Work Australia Staff","Level 7, 2 Phillip Law St","Canberra","","ACT 2601","Australia","2022/06/11","HCIS (Hazardous Chemical Information System) is a database of chemical classifications and workplace exposure standards. It allows you to find information on chemicals that have been classified in accordance with the Globally Harmonized System of Classification and Labelling of Chemicals (GHS) or which have an Australian Workplace Exposure Standard.","","",""
"Hazardous Substances Data Bank (HSDB)","","","","","",6060,"","Research and Development, Governmental Organizations, Curation Efforts","https://www.nlm.nih.gov/toxnet/index.html",11933,"National Library of Medicine","Florence Chang","6707 Democracy Blvd","Bethesda","MD",20892,"United States","2022/02/23","The Hazardous Substances Data Bank (HSDB) is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. It provides information on human exposure, industrial hygiene, emergency handling procedures, environmental fate, regulatory requirements, nanomaterials, and related areas. The information in HSDB has been assessed by a Scientific Review Panel.","","",""
"HDH Pharma",40203,"","","","","","","Legacy Depositors, Chemical Vendors","http://hdhpharma.com","HDH Pharma","HDH Pharma, Inc","Goverdhan Vavilala","112 Nova Dr.","Morrisville","NC",27560,"United States","2008/10/06","HDH Pharma provides innovative, high quality inhibitors, recombination proteins, antibodies and other research tools to accelerate drug discovery in disease-related areas like cancer, diabetes, obesity, Alzheimer's disease, etc.","","",""
"Hefei Hirisun Pharmatech Co., Ltd",10720,"","","","","","","Chemical Vendors","http://www.hirisunpharm.com",15329,"Hefei Hirisun Pharmatech Co., Ltd","Wayne Qian","4F-06, Xiangjiangguoji Building 1 No. 6232, Yulong Road, Binhu District","Hefei","Anhui",230601,"China","2018/12/13","Hefei Hirisun Pharmatech Co., Ltd located in Hefei China, is one of leading and developing as well as customer focused Biotech enterprise, specialize in providing high quality fine chemical, novel biochemical reagents and pharmaceutical intermediates mainly in milligram to multi-kilograms. We always think globally and provide our products and services for pharmaceutical manufacturing enterprise, research as well as academic institutions at home and aboard. The company is launched by many well educated experts with professional experience in the field of biochemical, and builds well cooperation relationship with many international enterprises. With the hope of advancing technology progress and improve the quality of human life, it is our lifelong pursuit of promoting biochemical science progress.","","",""
"Hello Bio",1478,"","","","","","","Chemical Vendors","https://www.hellobio.com/",11809,"Hello Bio","Huw Davies","Unit 3, Moorend Farm Rd, IO Centre, Cabot Park","Avonmouth","Bristol","BS110QL","United Kingdom","2019/09/25","","","",""
"Herbest Bio-Tech",420,"","","","","","","Chemical Vendors","http://www.bjherbest.com",15295,"Baoji Herbest Bio-Tech Co.,Ltd","Herbest Yu","No. 8, Jintai District, Baoguo Road","Baoji","Shannxi",721013,"China","2016/11/03","Baoji Herbest Bio-Tech Co.,Ltd Committed to providing high quality rare phytochemicals and derivatives for R&D purposes.","","",""
"Heterocyclics Research Chemicals & Building blocks",4919,"","","","","","","Chemical Vendors","https://www.heterocyclics.com/",20936,"Heterocyclics, Inc.","Manoj Reddy","347 Plainfield Ave, Suite 101","Edison","NJ",08817,"United States","2018/01/27","Heterocyclics develops building blocks with multi point reactivity, which can serve as a common core for library synthesis. It is also engaged in the cost effective production of rare, specialty chemicals by a highly capable group of chemists with a commitment to quality, reliability, and punctuality. We have over 25 years of proven record in custom synthesis and contract research.","","",""
"Heteroz LLC",100,"","","","","","","Chemical Vendors","http://heteroz.com/",14198,"Heteroz, LLC","Anil Sharma","104 TW Alexander Dr","Durham","NC",27709,"United States","2016/07/15","","","",""
"Hopax Fine Chemicals",30,"","","","","","","Chemical Vendors","https://www.hopaxfc.com/en",18824,"Hopax Fine Chemicals","Hopax Contact","No.28, Huadong Rd., Daliao District","Kaohsiung","Kaohsiung",831,"Taiwan","2018/03/30","Hopax is a chemical manufacturer from Taiwan with more than 40 years of experience. The main products of the Fine Chemicals Division of Hopax are Good's Buffers and Biodetergents.","","",""
"Horrigan Lab, Baylor College of Medicine",951,"",1,"",951,"","","Research and Development","https://www.bcm.edu/research/labs/frank-horrigan/",22072,"Baylor College of Medicine, Dept. of Molecular Physiology and Biophysics","Frank Horrigan","One Baylor Plaza, BCM335","Houston","TX",77030,"United States","2019/01/03","The Horrigan Lab at the Baylor College of Medicine focuses on mechanisms that govern the opening and closing (gating) of ion channels.","","",""
"HUGO Gene Nomenclature Committee (HGNC)","","","","","",21885,"","Research and Development, Curation Efforts","https://www.genenames.org/",15341,"HUGO Geno Nomenclature Committee","HGNC Staff","Wellcome Trust Genome Campus","Hinxton","Cambridge","CB10 1SD","United Kingdom","2022/07/10","HGNC is responsible for approving unique symbols and names for human loci, including protein coding genes, ncRNA genes and pseudogenes, to allow unambiguous scientific communication.","https://www.genenames.org/about/","No restrictions are imposed on access to, or use of, the data provided by the HGNC, which are provided to enhance knowledge and encourage progress in the scientific community.",""
"Human Metabolome Database (HMDB)",217776,"","","","",132063,"","Research and Development, Curation Efforts","https://hmdb.ca/",811,"Wishart Research Group, University of Alberta","Craig Knox","University of Alberta 116 St. and 85 Ave.","Edmonton","AB","T6G2R3","Canada","2022/03/25","The Human Metabolome Database (HMDB) is a freely available electronic database containing detailed information about small molecule metabolites found in the human body. It is intended to be used for applications in metabolomics, clinical chemistry, biomarker discovery and general education. The database is designed to contain or link three kinds of data: 1) chemical data, 2) clinical data, and 3) molecular biology/biochemistry data.","http://www.hmdb.ca/citing","	HMDB is offered to the public as a freely available resource. Use and re-distribution of the data, in whole or in part, for commercial purposes requires explicit permission of the authors and explicit acknowledgment of the source material (HMDB) and the original publication (see the HMDB citing page). We ask that users who download significant portions of the database cite the HMDB paper in any resulting publications.",""
"HUMGENEX",16,"","","","","","","Legacy Depositors, Chemical Vendors","",866,"Humgenex, Inc.","Nikolai Soldatov","3105 Starner Court","Kensington","MD",20895,"United States","2012/04/13","","","",""
"Hunan Huateng Pharmaceutical Co., Ltd.",7779,"","","","","","","Chemical Vendors","https://us.huatengsci.com/",23765,"Hunan Huateng Pharmaceutical Co., Ltd.","Scarlett Zou","Lugu Business Plaza E1, Yuelu District","Changsha","Hunan",410006,"China","2022/07/12","Hunan Huateng Pharmaceutical Co., Ltd., founded in August 2013, is a high-tech enterprise dedicated to the research and development and production of high-end biomedical chemical products, as well as the development of precision targeted anti-tumor drugs. The company develops and produces thousands of products, including monodisperse and polydisperse PEG derivatives, high-end biochemical reagents, pharmaceutical intermediates, APIs, preparations and targeted anti-tumor drugs.","","",""
"Iain Fraser",43744,"",20,"",43742,"","","Research and Development","https://www.niaid.nih.gov/research/iain-dc-fraser-phd",11962,"NIAID, NIH","Iain Fraser","9000 Rockville Pike, Building 4, Rm. 109A","Bethesda","MD",20892,"United States","2017/02/24","The Signaling Systems Unit in the Fraser Lab at the National Institute of Allergy and Infectious Diseases (NIAID) is focused on the design, implementation, and interpretation of screening efforts to identify and determine the interactions among the components in immune cell signaling networks.","","",""
"IBM",15193999,"","","","","","","Research and Development","https://www.research.ibm.com/labs/almaden/",816,"IBM Almaden Research Center","Ying Chen","650 Harry Road","San Jose","CA",95120,"United States","2017/01/26","IBM Research - Almaden focuses on solving problems across areas as diverse as nanomedicine, services science, atomic scale storage, food safety and medical image analytics. The IBM BAO strategic IP insight platform (SIIP) aggregates patent and scientific literature data and offers powerful search and analytics capabilities to comb intellectual property for new insights. It uses a computer-driven method for curating and analyzing massive amounts of patents, scientific content and molecular data, automatically extracting chemical entities from textual content as well as from images and symbols.","","",""
"ICCB-Longwood Screening Facility, Harvard Medical School",683443,"",38,"",672465,"","","Research and Development","https://iccb.med.harvard.edu/","ICCB-Longwood/NSRB Screening Facility, Harvard Medical School","Harvard Medical School","David Wrobel","250 Longwood Ave.","Boston","MA",02115,"United States","2021/04/01","","","",""
"ichemcluster",23,"","","","","","","Chemical Vendors","https://www.ichemcluster.com/hbw_cms/bzh.php",15302,"ichemcluster","ichem cluster","ZhiYuan Building TianYuan East Street #58","Nanjing","Jiangsu","","China","2016/10/31","","","",""
"iChemical Technology USA Inc",59819,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.ichemical.com",15247,"iChemical Technology USA Inc","Michael Liu","113 BARKSDALE PROFESSIONAL CTR","NEWARK","DE",19711,"United States","2018/12/13","iChemical is a leading chemical service provider operating seven global offices and logistic hubs. 

We aim to enable life-transforming innovations by delivering bespoke industry solutions with professional, timely services. iChemical's offerings span the full production chain, creating an end-to-end workflow from material sourcing all the way to scale-up solutions. 

Connected to 15,000 labs and manufacturers with a portfolio of 380,000 research chemicals, iChemical has been supporting groundbreaking scientific discoveries of more than 20,000 organizations globally.","","",""
"IHU Mediterranee Infection",2,"","","","","","","Legacy Depositors, Research and Development","https://www.mediterranee-infection.com/recherche/plateforme/plateforme-chromatographie-et-spectrometrie-de-masse/",20962,"IHU Mediterranee Infection","Nicholas Armstrong","19-21 boulevard Jean Moulin","Marseille","","","France","2018/07/10","The IHU Mediterranee Infection Chromatography and Mass Spectrometry technical platform is attached to the Proteomics and functional analysis of proteins team. For small chemicals and metabolites work is conducted on the identification and quantification of small molecules using liquid and gas chromatography (permanent gases, fatty acids, amino acids, pesticides, antibiotics, lipids, etc.).","","",""
"ILO International Chemical Safety Cards (ICSC)","","","","","",1710,"","Governmental Organizations, Curation Efforts","http://www.ilo.org/dyn/icsc/showcard.home",11952,"International Labour Organization","ILO ICSC Staff","4 route des Morillons","Geneve","","CH-1211","Switzerland","2022/04/11",U.S. National Library of Medicine,"https://www.ilo.org/global/copyright/request-for-permission/lang--en/index.htm","The reproduction of ILO material is generally authorized for non-commercial purposes and within established limits. For non-commercial purposes of reproduction of data, any required permission is hereby granted and no further permission must be obtained from the ILO, but acknowledgement to the ILO as the original source must be made.",""
"Immune Epitope Database (IEDB)",2067,"","","","","","","NIH Initiatives","http://www.iedb.org",2312,"Immune Epitope Database and Analysis Project","Randi Vita","9420 Athena Circle","La Jolla","California",92037,"United States","2014/04/15","The Immune Epitope Database (IEDB) is a freely available resource funded by NIAID. It catalogs experimental data on antibody and T cell epitopes studied in humans, non-human primates, and other animal species in the context of infectious disease, allergy, autoimmunity and transplantation. The IEDB also hosts tools to assist in the prediction and analysis of epitopes.","http://www.iedb.org/citation_v3.php","Creative Commons Attribution 4.0 International License",""
"Immunology Lab, Department of Biotechnology, Calicut University",1,"","","","","","","Legacy Depositors, Research and Development","http://www.universityofcalicut.info/index.php?option=com_content&task=view&id=2109&Itemid=246",719,"Immunology Lab, Department of Biotechnology, Calicut University","Rahul Raghavan.TV","Immunology lab, Department of Biotechnology,Thenjipalam, Malappuram District","Malappuram","Kerala",673635,"India","2011/03/10","Immunology Lab, Department of Biotechnology, Calicut University with an LC-MS analysis of a few cytotoxic components from Andrographis paniculata.","","",""
"InFarmatik",1077,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.infarmatik.com","InFarmatik","InFarmatik, Inc.","Barry Feigelman","6114 La Salle Ave, #582","Oakland","CA",94611,"United States","2008/01/29","","","",""
"InfectX Consortium",115878,"",1,"",115372,"","","Legacy Depositors, Research and Development","http://www.systemsx.ch/projects/research-technology-and-development-projects/completed-rtd-projects/infectx-2010-2013/",10589,"ETH Zurich","Fabian Schmich","Mattenstrasse 26","Basel","Basel",4058,"Switzerland","2016/03/04","","","",""
"Infinium PharmaChem Pvt Ltd",142,"","","","","","","Chemical Vendors","https://infiniumpharmachem.com/",22149,"Infinium PharmaChem Pvt Ltd","Mitesh Chikhaliya","Suite #205, ""SIGMA PRIME"", Second Floor,  Nr. Sardar Patel Statute, Railway Station Road","Vallabh Vidyanagar","Gujarat",388120,"India","2019/03/27","Infinium Pharmachem Pvt. Ltd. is focused on Iodine chemistry as its only core area including Iodine derivatives and Iodination. We manufacture & supply a wide range of superior quality Iodine Derivatives & API Since 2003.","","",""
"Inhibitor 2",440,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.inhibitor2.com",939,"Inhibitor2","Wendy Yu","2626 South Loop West, Suite 225, Houston, TX 77054 USA","Houston","TX",77054,"United States","2012/07/10","","","",""
"Innovapharm",517683,"","","","","","","Chemical Vendors","http://innovapharm.com.ua/",23416,"Innovapharm Ltd","Yuri Glushakov","Krasnotkatskaya 42","Kiev","Kiev",02094,"Ukraine","2021/10/29","Innovapharm Ltd. is a privately held company for special scientific projects in the field of biologically active compounds.","","",""
"Innovative Therapeutics Lab",2,"",10,"",2,"","","Research and Development","https://www.ed.ac.uk/cancer-centre/research/unciti-broceta-group",15254,"University of Edinburgh","Asier Unciti-Broceta","Crewe Road South","Edinburgh","","EH4 2XR","United Kingdom","2016/12/09","The Innovative Therapeutics Lab explores novel chemical strategies to improve the efficacy and safety of cancer treatments. This includes development of highly-selective inhibitors of kinases involved in cancer and novel prodrug strategies aimed at improving the clinical use of well-established chemotherapy drugs.","","",""
"INOH","","","","","","","","Legacy Depositors, Curation Efforts","https://www.inoh.org/",23603,"University of Tokyo","INOH Staff","5 Chome-1-5 Kashiwanoha","Kashiwa","Chiba",277-0882,"Japan","2022/05/18","The Integrating Network Objects with Hierarchies (INOH) database is a highly structured, manually curated database of signal transduction pathways","","",511
"Insect Molecular Biology Lab, Department of Environmental Biotechnology, Bharathidasan University",1,"","","","","","","Legacy Depositors, Research and Development","http://www.bdu.ac.in/index1.php",783,"Bharathidasan University","Muthukalingan Krishnan","Palkalaiperur","Tiruchirappalli","Tamil Nadu",620024,"India","2011/09/25","","","",""
"INSERM, Institut National de la Sante et de la Recherche Medicale",22950,"",2,"",22950,"","","Legacy Depositors, Governmental Organizations","https://www.inserm.fr/en",830,"INSERM","Lorenzo Galluzzi","62, rue Nationale","Paris",--,75013,"France","2012/01/18","","","",""
"Integrated Taxonomic Information System (ITIS)","","","","","",158721,"","Governmental Organizations","https://www.itis.gov/",24976,"Integrated Taxonomic Information System","ITIS Staff","1401 Constitution Avenue NW","Washington","DC",20230,"United States","2022/07/10","The Integrated Taxonomic Information System (ITIS) is an American partnership of federal agencies designed to provide consistent and reliable information on the taxonomy of biological species.","https://www.itis.gov/privacy.html","This work (Integrated Taxonomic Information System (ITIS), by www.itis.gov), is free of known copyright restrictions. Information presented on the ITIS website is considered public information and may be distributed or copied.",""
"International Agency for Research on Cancer (IARC)","","","","","",1047,1,"Governmental Organizations","https://www.iarc.fr/",24365,"International Agency for Research on Cancer (IARC)","IARC Staff","150 Cours Albert Thomas","69372 Lyon CEDEX 08","Lyon",69372,"France","2021/08/11","The International Agency for Research on Cancer (IARC) is the specialized cancer agency of the World Health Organization. The objective of the IARC is to promote international collaboration in cancer research.","https://publications.iarc.fr/Terms-Of-Use","Materials made available by IARC/WHO enjoy copyright protection under the Berne Convention for the Protection of Literature and Artistic Works, under other international conventions, and under national laws on copyright and neighbouring rights. IARC exercises copyright over its Materials to make sure that they are used in accordance with the Agency's principles. All rights are reserved.",""
"Iodochem",8358,"","","","","","","Chemical Vendors","https://www.iodochem.com",23353,"Iodochem Co., Ltd.","Iodo chem","Joinhands Science Park,No.4028 S Ring Rd,Binjiang District","Hangzhou","Zhejiang",310051,"China","2020/04/15","Iodochem Co., Ltd. is a high-tech enterprise specialized in researching and producing of iodine and iodides, as well as pharmaceutical intermediates.","","",""
"Irvine Chemistry Lab",86,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.irvinechemistry.com/",10690,"Irvine Chemistry Lab","Jin Luo","3303 E. Miraloma Ave, Ste 186","Anaheim","CA",92806,"United States","2015/05/05","","","",""
"Isca Biochemicals",154,"","","","","","","Chemical Vendors","https://www.iscabiochemicals.com/",24970,"Isca Biochemicals","Duncan Crawford","26 Hanover road","Exeter","UK","EX1 2TL","United Kingdom","2022/04/11","Isca Biochemicals has state of the art peptide synthesis facilities and employs peptide scientists with a wealth of experience who supply high quality custom and catalogue products to the worldwide life science community.","","",""
"Isoprenoids",5,"","","","","","","Legacy Depositors, Chemical Vendors","http://isoprenoids.com/","Isoprenoids","Isoprenoids, LC","Ken Keller","3802 Spectrum Blvd","Tampa","FL",33612,"United States","2008/09/04","","","",""
"ISpharm",91993,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.ispharm.com","IS Chemical Technology","","Michael Liu","","Shanghai","Shanghai",200063,"China","2012/10/25","","","",""
"iThemba Pharmaceuticals",77,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.ithembapharma.com/","iThemba Pharmaceuticals","iThemba Pharmaceuticals","Grant Boyle","High Street Extension, Modderfontein","Johannesbug","Gauteng",1645,"South Africa","2010/05/28","","","",""
"IUPAC Periodic Table of the Elements and Isotopes (IPTEI)","","","","","",118,"","Curation Efforts","https://iupac.org/iptei/",24616,"International Union of Pure and Applied Chemistry (IUPAC)","IUPAC Periodic Table","79 T.W. Alexander Drive","Research Triangle Park","NC",27709,"United States","2021/07/24","The IUPAC (International Union of Pure and Applied Chemistry) Periodic Table of the Elements and Isotopes (IPTEI) was created to familiarize students, teachers, and non-professionals with the existence and importance of isotopes of the chemical elements.  An element-by-element review accompanies the IPTEI and includes a chart of all known stable and radioactive isotopes for each element. Practical applications of isotopic measurements and technologies are included for the following fields: forensic science, geochronology, Earth-system sciences, environmental science, and human health sciences, including medical diagnosis and treatment.","https://creativecommons.org/licenses/by-nc-nd/4.0/","Copyright �?© 2020 International Union of Pure and Applied Chemistry.

The International Union of Pure and Applied Chemistry (IUPAC) contribution within Pubchem is provided under a CC-BY-NC-ND 4.0 license, unless otherwise stated.",""
"IUPHAR/BPS Guide to PHARMACOLOGY",11354,"",1917,"",6887,4076,1,"Research and Development, Curation Efforts","https://www.guidetopharmacology.org/","IUPHAR-DB","International Union of Basic and Clinical Pharmacology","Simon Harding","Centre for Discovery Brain Sciences, School of Biomedical Sciences, Hugh Robson Building, George Squ","Edinburgh","Midlothian","EH8 9XD","United Kingdom","2022/07/10","The IUPHAR database contains quantitative information on drug targets and the prescription medicines and experimental drugs that act on them.
All entries in BioAssay data are marked as active as our curation SOP means we only extract data from the literature for relatively potent compounds.","https://www.guidetopharmacology.org/about.jsp#license","The Guide to PHARMACOLOGY database is licensed under the Open Data Commons Open Database License (ODbL) https://opendatacommons.org/licenses/odbl/. Its contents are licensed under a Creative Commons Attribution-ShareAlike 4.0 International License (http://creativecommons.org/licenses/by-sa/4.0/)",""
"J&H Chemical Co.,ltd",730504,"","","","","","","Chemical Vendors","http://www.jhechem.com",23794,"J&H Chemical Co.,ltd","Jason Yang","No.200 zhenhua Rd.xihu Industrial Park","Hangzhou","Zhejiang",310030,"China","2022/07/19","J&H Chemical is one of China's leading providers of integrated fine chemical services including offering, research and development, Custom manufacturing business, as well as other Value-added customer services, for diversified range products of chemicals, pharmaceuticals, and specialities.","","",""
"J&W PharmLab",17797,"","","","","","","Chemical Vendors","http://www.jwpharmlab.com",24728,"J&W PharmLab, LLC","Warren Jiang","3930 Nebraska Ave, Suite A","Levittown","Pennsylvania",19056,"United States","2021/06/10","J&W PharmLab provides research chemicals and research services for drug discovery.","","",""
"Jackson Lab, Gurdon Institute, University of Cambridge",50,"",12,"",49,"","","Research and Development","https://www.stevejacksonlab.org/",11820,"Gurdon Institute, Steve P. Jackson Laboratory","Stephen Jackson","Tennis Court Road","Cambridge","","CB21QN","United Kingdom","2015/11/02","","","",""
"Jamson Pharmachem Technology",5257,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.jspchem.com","Jamson Pharmachem Technology","Jamson Pharmachem Technology","Mona Zhou","Room 301-2, Hang Seng Wanchai Building, 3rd Floor,","HONGKONG","shanghai",200000,"China","2011/12/31","","","",""
"Japan Chemical Substance Dictionary (Nikkaji)",3477089,"","","","","","","Governmental Organizations","https://jglobal.jst.go.jp/en/",11834,"The Japan Science and Technology Agency (JST)","Yuka Tateisi","5-3, Yonbancho","Chiyoda-ku","Tokyo",102-0081,"Japan","2021/10/01","The Japan Chemical Substance Dictionary (Nikkaji) has a search system that helps obtain knowledge from dissimilar fields and discover concepts that cross boundaries of specializations.","","",""
"Japan Material Technologies Corporation",9,"","","","","","","Chemical Vendors","https://www.jmtc.co.jp/en/",23647,"Japan Material Technologies Corporation","Hirotaka OOI","8-17-5 Ginza","Chuou-ku","Tokyo",104-0061,"Japan","2021/01/08","Japan Material Technologies Corporation (JMTC) commercializes material technologies needed in society, regardless of size of business scale, taking advantage of the flexibility and speed of management of an independent startup company.","","",""
"Jaspars Lab, Marine Biodiscovery Centre, Aberdeen University",3,"","","","","","","Research and Development","https://abdn.pure.elsevier.com/en/equipments/marine-biodiscovery-centre",24790,"University of Aberdeen","Marcel Jaspars","University of Aberdeen King's College","Aberdeen","Aberdeenshire","AB24 3FX","United Kingdom","2021/07/02","The Jaspars Lab, Marine Biodiscovery Centre, Aberdeen University focuses on the discovery, modification and use of novel pharmaceutical candidates from biodiversity from extreme environments. The techniques used are bacterial isolation, fermentation, chromatography, LC-MS, NMR and bioassays.","","",""
"Jefferson Lab, U.S. Department of Energy","","","","","",118,"","Governmental Organizations","https://www.jlab.org/",15671,"Thomas Jefferson National Accelerator Facility, U.S. Department of Energy","Jefferson Lab","12000 Jefferson Avenue","Newport News","VA",23606,"United States","2020/10/20","The Thomas Jefferson National Accelerator Facility (Jefferson Lab) is one of 17 national laboratories funded by the U.S. Department of Energy. The lab's primary mission is to conduct basic research of the atom's nucleus using the lab's unique particle accelerator, known as the Continuous Electron Beam Accelerator Facility (CEBAF).","https://www.jlab.org/privacy-and-security-notice","Please see citation and linking information: https://education.jlab.org/faq/index.html",""
"Johari, Chetia Lab, Pharmaceutical Sciences, Dibrugarh University and N.C.Barua, Natural Products, NEIST",1,"","","","","","","Legacy Depositors, Research and Development","http://www.neist.res.in/npc.php",8558,"North Eastern Institute of Science and Technology","Surabhi Johari","NEIST, Jorhat","Jorhat","Assam",786004,"India","2015/04/02","","","",""
"Johns Hopkins Ion Channel Center",140,"",245,"",354331,"","","Legacy Depositors, NIH Initiatives","http://www.jhicc.org","Johns Hopkins Ion Channel Center","Johns Hopkins Ion Channel Center","Alison Neal","733 N Broadway, BRB 372","Baltimore","MD",21205,"United States","2013/11/04","","","",""
"Joint FAO/WHO Expert Committee on Food Additives (JECFA)","","","","","",7589,"","Governmental Organizations","https://www.who.int/groups/joint-fao-who-expert-committee-on-food-additives-(jecfa)",14181,"FAO/WHO","JECFA FAO/WHO","20, avenue Appia","1211 Geneva 27","Geneva",1211,"Switzerland","2022/06/11","JECFA is an international scientific expert committee administered jointly by the Food and Agriculture Organization of the United Nations (FAO) and WHO.","https://www.who.int/about/policies/publishing/copyright","Permission from WHO is not required for the use of WHO materials issued under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Intergovernmental Organization (CC BY-NC-SA 3.0 IGO) licence.",""
"Joseph Lab, Department of Biotechnology, University of Calicut",1,"","","","","","","Legacy Depositors, Research and Development","http://www.universityofcalicut.info/index.php?option=com_content&task=view&id=2112&Itemid=246",10604,"Department of Biotechnology, University of Calicut","Sanith Cheriyamundath","Calicut university P.O","Malappuram","Kerala",673635,"India","2015/04/13","","","",""
"Junyuan Petroleum Group",6,"","","","","","","Chemical Vendors","http://www.junyuanpetroleumgroup.com",25021,"Junyuan Petroleum Group","David Zhang","#117, Guyangqing Rd. Guangrao County","Dongying","Shandong",257000,"China","2021/11/13","Junyuan Petroleum Group is a leading manufacturer of pentane, hexane and heptane in China.","","",""
"KCS Online",1938,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.kcs-online.com",15718,"Kinentia Biosciences LLC","David Fairfax","7 University Place","Rensselaer","NY",12144,"United States","2019/02/16","KCS Online, a division of Kinentia Biosciences LLC, offers an extensive catalog of chemical intermediates, building blocks and natural products. Many of these compounds are novel in nature and have been selected due to their drug like properties. Kinentia is a NY based contract research and manufacturing organization.","","",""
"KEGG",41103,"","","","",4505,22,"Research and Development, Curation Efforts","https://www.genome.jp/kegg/kegg2.html","KEGG","Kyoto University Bioinformatics Center","Minoru Kanehisa","Kyoto University","Kyoto","","","Japan","2022/07/10","KEGG is an encyclopedia of genes and genomes. Assigning functional meanings to genes and genomes both at the molecular and higher levels is the primary objective of the KEGG database project.","https://www.kegg.jp/kegg/legal.html","Academic users may freely use the KEGG website. Non-academic use of KEGG generally requires a commercial license",""
"Keith Lab, Institute of Cancer Science, University of Glasgow",6048,"",5,"",5505,"","","Research and Development","https://www.gla.ac.uk/researchinstitutes/cancersciences/research/units/experimentaltherapeutics/nkeith/",15378,"University of Glasgow","Nicol Keith","Wolfson Wohl Cancer Research Centre, Garscube Estate, Switchback Road","Glasgow","","G61 1QH","United Kingdom","2019/06/13","Professor Nicol Keith is group leader for the Telomerase Therapeutics Group. Their principal aim is to acquire an understanding of the mechanisms underlying cancer cell self-renewal.","","",""
"Kerry Masterson, UC Davis",1,"","","","","","","Legacy Depositors, Research and Development","https://chemistry.ucdavis.edu/",8555,"Independent","Kerry Masterson","2101 Morton Way","Antioch","Ca",94509,"United States","2014/12/17","","","",""
"Key Organics/BIONET",278147,"","","","","","","Chemical Vendors","https://www.keyorganics.net/",4390,"Key Organics Ltd","Gary Lyons","Highfield Road Industrial Estate","Camelford","Cornwall","PL329RA","United Kingdom","2022/05/04","Key Organics Ltd. is a leading provider of chemistry services, analytical services and Bionet products to the global life science industries.","","",""
"Kinasechem LTD",2,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.kinasechem.com",1127,"Kinasechem Ltd","Stephen Hamill","B1 BUSINESS CENTER, SUITE 206 DAVYFIELD ROAD","BLACKBURN","Lancashire","BB1 2QY","United Kingdom","2013/08/05","","","",""
"King Scientific",172045,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.kingscientific.com",1137,"King Scientific","David Vanderwaag","1301 6th Ave.","Seattle","WA",98101,"United States","2017/10/13","King Scientific offers a comprehensive range of building blocks, screening compounds, reference standards, catalysts and ligands, semi-bulk chemicals and hard to find research chemicals in a wide span of applications. Widely used in research and development, our products and services are recognized for exceptional quality and consistency.","","",""
"Kingston Chemistry",19584,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.kingstonchem.com","Kingston Chemistry","Kingston Chemistry","Steve Johnson","178 Bridgeview Ave","Verona","NJ",07044,"United States","2010/12/17","","","",""
